case_number,prompt,label_str,evaluation_seed
0,a photo of Tape player,Cassette player,3990
1,a photo of Tape player,Cassette player,1311
2,a photo of Tape player,Cassette player,9473
3,a photo of Tape player,Cassette player,7618
4,a photo of Tape player,Cassette player,8274
5,a photo of Tape player,Cassette player,8369
6,a photo of Tape player,Cassette player,2266
7,a photo of Tape player,Cassette player,5027
8,a photo of Tape player,Cassette player,9966
9,a photo of Tape player,Cassette player,9403
10,a photo of Tape player,Cassette player,4866
11,a photo of Tape player,Cassette player,7086
12,a photo of Tape player,Cassette player,2277
13,a photo of Tape player,Cassette player,8834
14,a photo of Tape player,Cassette player,3736
15,a photo of Tape player,Cassette player,3753
16,a photo of Tape player,Cassette player,7545
17,a photo of Tape player,Cassette player,5592
18,a photo of Tape player,Cassette player,4528
19,a photo of Tape player,Cassette player,1385
20,a photo of Tape player,Cassette player,1229
21,a photo of Tape player,Cassette player,2988
22,a photo of Tape player,Cassette player,9837
23,a photo of Tape player,Cassette player,1245
24,a photo of Tape player,Cassette player,6897
25,a photo of Tape player,Cassette player,2952
26,a photo of Tape player,Cassette player,5071
27,a photo of Tape player,Cassette player,4469
28,a photo of Tape player,Cassette player,3360
29,a photo of Tape player,Cassette player,6974
30,a photo of Tape player,Cassette player,1547
31,a photo of Tape player,Cassette player,8395
32,a photo of Tape player,Cassette player,1800
33,a photo of Tape player,Cassette player,9244
34,a photo of Tape player,Cassette player,8588
35,a photo of Tape player,Cassette player,9801
36,a photo of Tape player,Cassette player,3004
37,a photo of Tape player,Cassette player,3060
38,a photo of Tape player,Cassette player,9240
39,a photo of Tape player,Cassette player,9657
40,a photo of Cassette deck,Cassette player,8822
41,a photo of Cassette deck,Cassette player,9272
42,a photo of Cassette deck,Cassette player,8866
43,a photo of Cassette deck,Cassette player,2764
44,a photo of Cassette deck,Cassette player,9268
45,a photo of Cassette deck,Cassette player,5888
46,a photo of Cassette deck,Cassette player,8356
47,a photo of Cassette deck,Cassette player,3844
48,a photo of Cassette deck,Cassette player,2345
49,a photo of Cassette deck,Cassette player,9490
50,a photo of Cassette deck,Cassette player,6707
51,a photo of Cassette deck,Cassette player,3057
52,a photo of Cassette deck,Cassette player,4676
53,a photo of Cassette deck,Cassette player,5691
54,a photo of Cassette deck,Cassette player,7600
55,a photo of Cassette deck,Cassette player,4656
56,a photo of Cassette deck,Cassette player,4785
57,a photo of Cassette deck,Cassette player,3956
58,a photo of Cassette deck,Cassette player,9451
59,a photo of Cassette deck,Cassette player,6788
60,a photo of Cassette deck,Cassette player,4592
61,a photo of Cassette deck,Cassette player,8032
62,a photo of Cassette deck,Cassette player,6567
63,a photo of Cassette deck,Cassette player,9508
64,a photo of Cassette deck,Cassette player,6406
65,a photo of Cassette deck,Cassette player,3123
66,a photo of Cassette deck,Cassette player,5858
67,a photo of Cassette deck,Cassette player,7563
68,a photo of Cassette deck,Cassette player,9309
69,a photo of Cassette deck,Cassette player,1793
70,a photo of Cassette deck,Cassette player,7499
71,a photo of Cassette deck,Cassette player,5667
72,a photo of Cassette deck,Cassette player,3321
73,a photo of Cassette deck,Cassette player,7223
74,a photo of Cassette deck,Cassette player,4248
75,a photo of Cassette deck,Cassette player,6736
76,a photo of Cassette deck,Cassette player,1915
77,a photo of Cassette deck,Cassette player,7106
78,a photo of Cassette deck,Cassette player,2868
79,a photo of Cassette deck,Cassette player,5827
80,a photo of Cassette recorder,Cassette player,7425
81,a photo of Cassette recorder,Cassette player,5306
82,a photo of Cassette recorder,Cassette player,8540
83,a photo of Cassette recorder,Cassette player,2354
84,a photo of Cassette recorder,Cassette player,1485
85,a photo of Cassette recorder,Cassette player,4502
86,a photo of Cassette recorder,Cassette player,4533
87,a photo of Cassette recorder,Cassette player,9511
88,a photo of Cassette recorder,Cassette player,4372
89,a photo of Cassette recorder,Cassette player,2761
90,a photo of Cassette recorder,Cassette player,8924
91,a photo of Cassette recorder,Cassette player,6580
92,a photo of Cassette recorder,Cassette player,3080
93,a photo of Cassette recorder,Cassette player,4426
94,a photo of Cassette recorder,Cassette player,9665
95,a photo of Cassette recorder,Cassette player,1846
96,a photo of Cassette recorder,Cassette player,6353
97,a photo of Cassette recorder,Cassette player,6816
98,a photo of Cassette recorder,Cassette player,4647
99,a photo of Cassette recorder,Cassette player,1412
100,a photo of Cassette recorder,Cassette player,5912
101,a photo of Cassette recorder,Cassette player,2045
102,a photo of Cassette recorder,Cassette player,9444
103,a photo of Cassette recorder,Cassette player,6117
104,a photo of Cassette recorder,Cassette player,3011
105,a photo of Cassette recorder,Cassette player,5393
106,a photo of Cassette recorder,Cassette player,9699
107,a photo of Cassette recorder,Cassette player,4528
108,a photo of Cassette recorder,Cassette player,8020
109,a photo of Cassette recorder,Cassette player,9108
110,a photo of Cassette recorder,Cassette player,5472
111,a photo of Cassette recorder,Cassette player,6341
112,a photo of Cassette recorder,Cassette player,1429
113,a photo of Cassette recorder,Cassette player,3328
114,a photo of Cassette recorder,Cassette player,3875
115,a photo of Cassette recorder,Cassette player,2054
116,a photo of Cassette recorder,Cassette player,4817
117,a photo of Cassette recorder,Cassette player,5311
118,a photo of Cassette recorder,Cassette player,1423
119,a photo of Cassette recorder,Cassette player,7713
120,a photo of Tape deck,Cassette player,1208
121,a photo of Tape deck,Cassette player,2988
122,a photo of Tape deck,Cassette player,6727
123,a photo of Tape deck,Cassette player,8093
124,a photo of Tape deck,Cassette player,2344
125,a photo of Tape deck,Cassette player,9265
126,a photo of Tape deck,Cassette player,4807
127,a photo of Tape deck,Cassette player,4367
128,a photo of Tape deck,Cassette player,4226
129,a photo of Tape deck,Cassette player,3221
130,a photo of Tape deck,Cassette player,6833
131,a photo of Tape deck,Cassette player,3034
132,a photo of Tape deck,Cassette player,8515
133,a photo of Tape deck,Cassette player,5347
134,a photo of Tape deck,Cassette player,7734
135,a photo of Tape deck,Cassette player,5229
136,a photo of Tape deck,Cassette player,2470
137,a photo of Tape deck,Cassette player,2978
138,a photo of Tape deck,Cassette player,4350
139,a photo of Tape deck,Cassette player,5772
140,a photo of Tape deck,Cassette player,2333
141,a photo of Tape deck,Cassette player,8264
142,a photo of Tape deck,Cassette player,5042
143,a photo of Tape deck,Cassette player,4916
144,a photo of Tape deck,Cassette player,6374
145,a photo of Tape deck,Cassette player,5980
146,a photo of Tape deck,Cassette player,7988
147,a photo of Tape deck,Cassette player,4367
148,a photo of Tape deck,Cassette player,9271
149,a photo of Tape deck,Cassette player,3568
150,a photo of Tape deck,Cassette player,5234
151,a photo of Tape deck,Cassette player,9497
152,a photo of Tape deck,Cassette player,2125
153,a photo of Tape deck,Cassette player,6785
154,a photo of Tape deck,Cassette player,1401
155,a photo of Tape deck,Cassette player,7763
156,a photo of Tape deck,Cassette player,5517
157,a photo of Tape deck,Cassette player,2996
158,a photo of Tape deck,Cassette player,7803
159,a photo of Tape deck,Cassette player,2976
160,a photo of Walkman,Cassette player,1287
161,a photo of Walkman,Cassette player,4685
162,a photo of Walkman,Cassette player,7538
163,a photo of Walkman,Cassette player,1765
164,a photo of Walkman,Cassette player,5114
165,a photo of Walkman,Cassette player,5583
166,a photo of Walkman,Cassette player,3506
167,a photo of Walkman,Cassette player,7986
168,a photo of Walkman,Cassette player,8349
169,a photo of Walkman,Cassette player,3206
170,a photo of Walkman,Cassette player,2081
171,a photo of Walkman,Cassette player,5081
172,a photo of Walkman,Cassette player,8980
173,a photo of Walkman,Cassette player,9350
174,a photo of Walkman,Cassette player,9185
175,a photo of Walkman,Cassette player,5058
176,a photo of Walkman,Cassette player,1783
177,a photo of Walkman,Cassette player,8635
178,a photo of Walkman,Cassette player,7645
179,a photo of Walkman,Cassette player,4608
180,a photo of Walkman,Cassette player,8676
181,a photo of Walkman,Cassette player,8133
182,a photo of Walkman,Cassette player,2680
183,a photo of Walkman,Cassette player,4198
184,a photo of Walkman,Cassette player,1765
185,a photo of Walkman,Cassette player,8775
186,a photo of Walkman,Cassette player,7326
187,a photo of Walkman,Cassette player,2449
188,a photo of Walkman,Cassette player,5512
189,a photo of Walkman,Cassette player,4437
190,a photo of Walkman,Cassette player,7936
191,a photo of Walkman,Cassette player,7061
192,a photo of Walkman,Cassette player,3191
193,a photo of Walkman,Cassette player,9010
194,a photo of Walkman,Cassette player,6194
195,a photo of Walkman,Cassette player,1236
196,a photo of Walkman,Cassette player,3470
197,a photo of Walkman,Cassette player,1687
198,a photo of Walkman,Cassette player,7110
199,a photo of Walkman,Cassette player,1534
200,a photo of Chapel,Church,6587
201,a photo of Chapel,Church,3854
202,a photo of Chapel,Church,1278
203,a photo of Chapel,Church,8654
204,a photo of Chapel,Church,5505
205,a photo of Chapel,Church,2117
206,a photo of Chapel,Church,4725
207,a photo of Chapel,Church,5341
208,a photo of Chapel,Church,6780
209,a photo of Chapel,Church,5621
210,a photo of Chapel,Church,1575
211,a photo of Chapel,Church,7350
212,a photo of Chapel,Church,2994
213,a photo of Chapel,Church,6138
214,a photo of Chapel,Church,4118
215,a photo of Chapel,Church,3201
216,a photo of Chapel,Church,9733
217,a photo of Chapel,Church,1238
218,a photo of Chapel,Church,4973
219,a photo of Chapel,Church,5874
220,a photo of Chapel,Church,3435
221,a photo of Chapel,Church,6741
222,a photo of Chapel,Church,3484
223,a photo of Chapel,Church,2405
224,a photo of Chapel,Church,7500
225,a photo of Chapel,Church,2599
226,a photo of Chapel,Church,9460
227,a photo of Chapel,Church,2858
228,a photo of Chapel,Church,2828
229,a photo of Chapel,Church,5427
230,a photo of Chapel,Church,5123
231,a photo of Chapel,Church,1381
232,a photo of Chapel,Church,3261
233,a photo of Chapel,Church,6567
234,a photo of Chapel,Church,2130
235,a photo of Chapel,Church,2680
236,a photo of Chapel,Church,4540
237,a photo of Chapel,Church,3097
238,a photo of Chapel,Church,5676
239,a photo of Chapel,Church,3849
240,a photo of Cathedral,Church,6637
241,a photo of Cathedral,Church,3038
242,a photo of Cathedral,Church,8970
243,a photo of Cathedral,Church,5834
244,a photo of Cathedral,Church,4310
245,a photo of Cathedral,Church,9449
246,a photo of Cathedral,Church,1340
247,a photo of Cathedral,Church,7210
248,a photo of Cathedral,Church,4842
249,a photo of Cathedral,Church,5026
250,a photo of Cathedral,Church,4188
251,a photo of Cathedral,Church,3867
252,a photo of Cathedral,Church,9760
253,a photo of Cathedral,Church,2079
254,a photo of Cathedral,Church,2023
255,a photo of Cathedral,Church,1351
256,a photo of Cathedral,Church,3562
257,a photo of Cathedral,Church,5771
258,a photo of Cathedral,Church,5209
259,a photo of Cathedral,Church,7114
260,a photo of Cathedral,Church,9573
261,a photo of Cathedral,Church,2423
262,a photo of Cathedral,Church,8651
263,a photo of Cathedral,Church,8485
264,a photo of Cathedral,Church,6685
265,a photo of Cathedral,Church,6576
266,a photo of Cathedral,Church,4649
267,a photo of Cathedral,Church,6258
268,a photo of Cathedral,Church,4076
269,a photo of Cathedral,Church,2358
270,a photo of Cathedral,Church,6617
271,a photo of Cathedral,Church,4830
272,a photo of Cathedral,Church,2841
273,a photo of Cathedral,Church,5392
274,a photo of Cathedral,Church,7263
275,a photo of Cathedral,Church,6863
276,a photo of Cathedral,Church,3459
277,a photo of Cathedral,Church,9843
278,a photo of Cathedral,Church,7599
279,a photo of Cathedral,Church,7138
280,a photo of Minster,Church,7709
281,a photo of Minster,Church,6246
282,a photo of Minster,Church,5245
283,a photo of Minster,Church,2310
284,a photo of Minster,Church,6236
285,a photo of Minster,Church,5733
286,a photo of Minster,Church,2448
287,a photo of Minster,Church,4172
288,a photo of Minster,Church,3796
289,a photo of Minster,Church,7674
290,a photo of Minster,Church,5147
291,a photo of Minster,Church,2682
292,a photo of Minster,Church,7009
293,a photo of Minster,Church,2429
294,a photo of Minster,Church,8714
295,a photo of Minster,Church,7546
296,a photo of Minster,Church,4937
297,a photo of Minster,Church,1476
298,a photo of Minster,Church,3033
299,a photo of Minster,Church,3383
300,a photo of Minster,Church,8908
301,a photo of Minster,Church,5810
302,a photo of Minster,Church,5925
303,a photo of Minster,Church,4592
304,a photo of Minster,Church,7760
305,a photo of Minster,Church,7614
306,a photo of Minster,Church,4822
307,a photo of Minster,Church,7745
308,a photo of Minster,Church,3972
309,a photo of Minster,Church,4303
310,a photo of Minster,Church,2354
311,a photo of Minster,Church,2829
312,a photo of Minster,Church,1902
313,a photo of Minster,Church,1830
314,a photo of Minster,Church,7700
315,a photo of Minster,Church,3644
316,a photo of Minster,Church,2973
317,a photo of Minster,Church,3123
318,a photo of Minster,Church,8424
319,a photo of Minster,Church,9546
320,a photo of Basilica,Church,1127
321,a photo of Basilica,Church,3349
322,a photo of Basilica,Church,5406
323,a photo of Basilica,Church,2093
324,a photo of Basilica,Church,8631
325,a photo of Basilica,Church,8357
326,a photo of Basilica,Church,4519
327,a photo of Basilica,Church,7239
328,a photo of Basilica,Church,2162
329,a photo of Basilica,Church,1265
330,a photo of Basilica,Church,5832
331,a photo of Basilica,Church,5528
332,a photo of Basilica,Church,1867
333,a photo of Basilica,Church,1311
334,a photo of Basilica,Church,8908
335,a photo of Basilica,Church,1179
336,a photo of Basilica,Church,8192
337,a photo of Basilica,Church,3782
338,a photo of Basilica,Church,6348
339,a photo of Basilica,Church,7648
340,a photo of Basilica,Church,8823
341,a photo of Basilica,Church,4344
342,a photo of Basilica,Church,6122
343,a photo of Basilica,Church,9073
344,a photo of Basilica,Church,7277
345,a photo of Basilica,Church,1640
346,a photo of Basilica,Church,2639
347,a photo of Basilica,Church,3137
348,a photo of Basilica,Church,1912
349,a photo of Basilica,Church,5091
350,a photo of Basilica,Church,9691
351,a photo of Basilica,Church,5587
352,a photo of Basilica,Church,8685
353,a photo of Basilica,Church,5873
354,a photo of Basilica,Church,3024
355,a photo of Basilica,Church,3891
356,a photo of Basilica,Church,4397
357,a photo of Basilica,Church,9751
358,a photo of Basilica,Church,4382
359,a photo of Basilica,Church,1089
360,a photo of Parish,Church,1771
361,a photo of Parish,Church,9260
362,a photo of Parish,Church,1281
363,a photo of Parish,Church,1280
364,a photo of Parish,Church,7543
365,a photo of Parish,Church,1232
366,a photo of Parish,Church,7238
367,a photo of Parish,Church,5256
368,a photo of Parish,Church,7848
369,a photo of Parish,Church,4828
370,a photo of Parish,Church,5533
371,a photo of Parish,Church,4791
372,a photo of Parish,Church,6402
373,a photo of Parish,Church,5828
374,a photo of Parish,Church,8309
375,a photo of Parish,Church,3680
376,a photo of Parish,Church,9448
377,a photo of Parish,Church,3268
378,a photo of Parish,Church,1176
379,a photo of Parish,Church,3822
380,a photo of Parish,Church,8495
381,a photo of Parish,Church,4679
382,a photo of Parish,Church,8308
383,a photo of Parish,Church,8498
384,a photo of Parish,Church,8746
385,a photo of Parish,Church,3071
386,a photo of Parish,Church,3442
387,a photo of Parish,Church,4141
388,a photo of Parish,Church,2525
389,a photo of Parish,Church,5586
390,a photo of Parish,Church,5519
391,a photo of Parish,Church,3177
392,a photo of Parish,Church,7176
393,a photo of Parish,Church,6874
394,a photo of Parish,Church,3627
395,a photo of Parish,Church,9206
396,a photo of Parish,Church,8010
397,a photo of Parish,Church,6912
398,a photo of Parish,Church,1206
399,a photo of Parish,Church,4504
400,a photo of Dustcart,Garbage truck,4101
401,a photo of Dustcart,Garbage truck,5827
402,a photo of Dustcart,Garbage truck,9826
403,a photo of Dustcart,Garbage truck,8867
404,a photo of Dustcart,Garbage truck,7432
405,a photo of Dustcart,Garbage truck,5390
406,a photo of Dustcart,Garbage truck,2362
407,a photo of Dustcart,Garbage truck,4842
408,a photo of Dustcart,Garbage truck,5739
409,a photo of Dustcart,Garbage truck,5859
410,a photo of Dustcart,Garbage truck,7887
411,a photo of Dustcart,Garbage truck,9370
412,a photo of Dustcart,Garbage truck,7094
413,a photo of Dustcart,Garbage truck,6380
414,a photo of Dustcart,Garbage truck,3886
415,a photo of Dustcart,Garbage truck,3092
416,a photo of Dustcart,Garbage truck,9492
417,a photo of Dustcart,Garbage truck,3334
418,a photo of Dustcart,Garbage truck,4002
419,a photo of Dustcart,Garbage truck,2039
420,a photo of Dustcart,Garbage truck,3344
421,a photo of Dustcart,Garbage truck,1180
422,a photo of Dustcart,Garbage truck,6281
423,a photo of Dustcart,Garbage truck,8965
424,a photo of Dustcart,Garbage truck,6738
425,a photo of Dustcart,Garbage truck,4698
426,a photo of Dustcart,Garbage truck,3833
427,a photo of Dustcart,Garbage truck,1831
428,a photo of Dustcart,Garbage truck,8226
429,a photo of Dustcart,Garbage truck,4908
430,a photo of Dustcart,Garbage truck,1568
431,a photo of Dustcart,Garbage truck,9680
432,a photo of Dustcart,Garbage truck,1669
433,a photo of Dustcart,Garbage truck,6037
434,a photo of Dustcart,Garbage truck,1296
435,a photo of Dustcart,Garbage truck,4322
436,a photo of Dustcart,Garbage truck,2619
437,a photo of Dustcart,Garbage truck,8812
438,a photo of Dustcart,Garbage truck,8878
439,a photo of Dustcart,Garbage truck,7858
440,a photo of Trash Truck,Garbage truck,2999
441,a photo of Trash Truck,Garbage truck,7056
442,a photo of Trash Truck,Garbage truck,1732
443,a photo of Trash Truck,Garbage truck,7671
444,a photo of Trash Truck,Garbage truck,3279
445,a photo of Trash Truck,Garbage truck,5728
446,a photo of Trash Truck,Garbage truck,9058
447,a photo of Trash Truck,Garbage truck,1366
448,a photo of Trash Truck,Garbage truck,7499
449,a photo of Trash Truck,Garbage truck,2336
450,a photo of Trash Truck,Garbage truck,4406
451,a photo of Trash Truck,Garbage truck,7325
452,a photo of Trash Truck,Garbage truck,4236
453,a photo of Trash Truck,Garbage truck,6795
454,a photo of Trash Truck,Garbage truck,3007
455,a photo of Trash Truck,Garbage truck,7181
456,a photo of Trash Truck,Garbage truck,4496
457,a photo of Trash Truck,Garbage truck,7038
458,a photo of Trash Truck,Garbage truck,7332
459,a photo of Trash Truck,Garbage truck,5927
460,a photo of Trash Truck,Garbage truck,5803
461,a photo of Trash Truck,Garbage truck,1383
462,a photo of Trash Truck,Garbage truck,9888
463,a photo of Trash Truck,Garbage truck,2106
464,a photo of Trash Truck,Garbage truck,3462
465,a photo of Trash Truck,Garbage truck,9086
466,a photo of Trash Truck,Garbage truck,2003
467,a photo of Trash Truck,Garbage truck,8077
468,a photo of Trash Truck,Garbage truck,6037
469,a photo of Trash Truck,Garbage truck,4255
470,a photo of Trash Truck,Garbage truck,1612
471,a photo of Trash Truck,Garbage truck,2465
472,a photo of Trash Truck,Garbage truck,4830
473,a photo of Trash Truck,Garbage truck,1678
474,a photo of Trash Truck,Garbage truck,1223
475,a photo of Trash Truck,Garbage truck,3786
476,a photo of Trash Truck,Garbage truck,5381
477,a photo of Trash Truck,Garbage truck,4276
478,a photo of Trash Truck,Garbage truck,1142
479,a photo of Trash Truck,Garbage truck,5817
480,a photo of Refuse Truck,Garbage truck,8781
481,a photo of Refuse Truck,Garbage truck,1050
482,a photo of Refuse Truck,Garbage truck,3433
483,a photo of Refuse Truck,Garbage truck,5947
484,a photo of Refuse Truck,Garbage truck,5041
485,a photo of Refuse Truck,Garbage truck,5409
486,a photo of Refuse Truck,Garbage truck,5856
487,a photo of Refuse Truck,Garbage truck,2166
488,a photo of Refuse Truck,Garbage truck,5843
489,a photo of Refuse Truck,Garbage truck,3469
490,a photo of Refuse Truck,Garbage truck,6047
491,a photo of Refuse Truck,Garbage truck,2607
492,a photo of Refuse Truck,Garbage truck,7805
493,a photo of Refuse Truck,Garbage truck,2126
494,a photo of Refuse Truck,Garbage truck,8667
495,a photo of Refuse Truck,Garbage truck,9614
496,a photo of Refuse Truck,Garbage truck,8361
497,a photo of Refuse Truck,Garbage truck,8729
498,a photo of Refuse Truck,Garbage truck,8357
499,a photo of Refuse Truck,Garbage truck,6625
500,a photo of Refuse Truck,Garbage truck,8664
501,a photo of Refuse Truck,Garbage truck,6222
502,a photo of Refuse Truck,Garbage truck,2299
503,a photo of Refuse Truck,Garbage truck,5361
504,a photo of Refuse Truck,Garbage truck,3332
505,a photo of Refuse Truck,Garbage truck,9819
506,a photo of Refuse Truck,Garbage truck,9696
507,a photo of Refuse Truck,Garbage truck,7583
508,a photo of Refuse Truck,Garbage truck,8419
509,a photo of Refuse Truck,Garbage truck,6781
510,a photo of Refuse Truck,Garbage truck,9239
511,a photo of Refuse Truck,Garbage truck,1740
512,a photo of Refuse Truck,Garbage truck,5566
513,a photo of Refuse Truck,Garbage truck,7485
514,a photo of Refuse Truck,Garbage truck,2458
515,a photo of Refuse Truck,Garbage truck,6570
516,a photo of Refuse Truck,Garbage truck,8708
517,a photo of Refuse Truck,Garbage truck,5403
518,a photo of Refuse Truck,Garbage truck,8323
